job_title,company_title,salary,location,posting_date,expiration_date,industry,job_type,exp,position,detailed_welfare,age,sex,edu_level,job_tags
[MIANTX] Trưởng Phòng Chất Lượng - Làm việc tại Thọ Xuân,Công ty Cổ phần May Minh Anh Thọ Xuân,Lương: Trên 44 Tr VND,Thanh Hóa,25-06-2023,24/07/2023,Dệt may / Da giày / Thời trang,Nhân viên chính thức,5 - 10 Năm,Quản lý,Laptop | Chế độ bảo hiểm | Phụ cấp | Xe đưa đón | Đồng phục | Chế độ thưởng | Đào tạo | Tăng lương | Công tác phí | Phụ cấp thâm niên | Nghỉ phép năm," Độ tuổi:
                Không giới hạn tuổi
         
	",," Bằng cấp:
                Đại học
         ", Trưởng phòng quản lý chất lượng |  Trưởng bộ phận quản lý chất lượng |  Quality Management Director |  Quality Management Manager |  QA/QC Division Head |  QA/QC Manager |  QA/QC Director |  Giám đốc chất lượng
Chuyên Viên Thẩm Định - [BAC A BANK - Chi nhánh Hưng Yên/ Quảng Ninh/ Phú Thọ],Ngân Hàng Thương mại cổ phần Bắc Á- BAC A BANK,Lương: Cạnh tranh,Hưng Yên | Phú Thọ | Quảng Ninh,25-06-2023,24/07/2023,Ngân hàng | Tài chính / Đầu tư,Nhân viên chính thức,1 - 2 Năm,Nhân viên,Chế độ bảo hiểm | Du Lịch | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương," Độ tuổi:
                Không giới hạn tuổi
         
	",,,
93351 - Chinese Speaking - Senior Executive (Front) / Global Business Division - Insurance,"RGF HR Agent Vietnam Co., LTD",Lương: Cạnh tranh,Hồ Chí Minh,25-06-2023,24/07/2023,Bán hàng / Kinh doanh | Bán lẻ / Bán sỉ,Nhân viên chính thức,Trên 2 Năm,Nhân viên,Chế độ bảo hiểm | Du Lịch | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương," Độ tuổi:
                        24 - 30
                 
	",," Bằng cấp:
                Đại học
         ",- Chinese Speaking - Senior Executive Front / Global Business Division - Insurance |  Consultant |  Nhân viên tư vấn |  Chuyên viên tư vấn |  Tư vấn viên |  Counsellor |  Senior Consultant
Sales Executive,CÔNG TY TNHH MAHACHEM VIỆT NAM,Lương: Cạnh tranh,Hà Nội,25-06-2023,24/07/2023,Bán hàng / Kinh doanh | Dược phẩm | Y tế / Chăm sóc sức khỏe,Nhân viên chính thức,2 - 5 Năm,Nhân viên,Laptop | Chế độ bảo hiểm | Du Lịch | Du lịch nước ngoài | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương | Công tác phí | Nghỉ phép năm," Độ tuổi:
                Không giới hạn tuổi
         
	",," Bằng cấp:
                Đại học
         ", Sales Supervisor |  Nhân viên kinh doanh |  Chuyên viên kinh doanh |  Quản lý kinh doanh |  Nhân viên bán hàng |  Chuyên viên bán hàng
[ĐỊNH QUÁN ĐỒNG NAI] TRƯỞNG TRUNG TÂM TIÊM CHỦNG,Công Ty Cổ Phần Vacxin Việt Nam,Lương: Cạnh tranh,Đồng Nai,25-06-2023,24/07/2023,Tiếp thị / Marketing | Bán lẻ / Bán sỉ | Bán hàng / Kinh doanh,Nhân viên chính thức,3 - 5 Năm,Quản lý,Chế độ bảo hiểm | Phụ cấp | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương | Công tác phí | Nghỉ phép năm," Độ tuổi:
                Không giới hạn tuổi
         
	",,,
"Manager, Project Management Office",TECHCOMBANK,Lương: Cạnh tranh,Hà Nội,25-06-2023,24/07/2023,Ngân hàng | CNTT - Phần mềm | Quản lý điều hành,Nhân viên chính thức,3 - 7 Năm,Quản lý,Laptop | Chế độ bảo hiểm | Du Lịch | Phụ cấp | Du lịch nước ngoài | Đồng phục | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương," Độ tuổi:
                Không giới hạn tuổi
         
	",," Bằng cấp:
                Đại học
         ",Manager Project Management Office |  Purchasing |  Nhân viên mua hàng  Staff |  Associates  Accountant |  Staff/ Executive/ Supervisor/ Manager |  purchasing staff |  Executive |  specialist |  Coordinator |  Supervisor |  officier
Customer Relationship Management teamleader- Trưởng nhóm Quan hệ khách hàng,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀNG PHÚ QUÝ,Lương: Cạnh tranh,Hà Nội,25-06-2023,24/07/2023,Tiếp thị / Marketing | Bán lẻ / Bán sỉ | Bán hàng / Kinh doanh,Nhân viên chính thức,Trên 2 Năm,Trưởng nhóm / Giám sát,Laptop | Chế độ bảo hiểm | Du Lịch | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương," Độ tuổi:
                Không giới hạn tuổi
         
	",," Bằng cấp:
                Đại học
         ",Customer Relationship Management |  Chuyên viên quan hệ khách hàng
Scrum master cum Project coordinator (digital bank) - TNEX - 2Z119,TNG Holdings Vietnam,Lương: 15 Tr - 20 Tr VND,Hà Nội,25-06-2023,24/07/2023,CNTT - Phần mềm | CNTT - Phần cứng / Mạng | Tài chính / Đầu tư,Nhân viên chính thức,2 - 4 Năm,Nhân viên,Laptop | Chế độ bảo hiểm | Du Lịch | Phụ cấp | Chế độ thưởng | Chăm sóc sức khỏe | Tăng lương | Nghỉ phép năm," Độ tuổi:
                Không giới hạn tuổi
         
	",," Bằng cấp:
                Đại học
         ",Scrum master cum Project coordinator digital bank - TNEX - Z
Customer Service Key Account Manager  - Chinese speaking,Công Ty TNHH Bao Bì Giấy Quốc Tế L&E Việt Nam,Lương: Cạnh tranh,Hà Nội | Bắc Ninh | Hải Phòng,25-06-2023,24/07/2023,Tiếp thị / Marketing | Bán hàng / Kinh doanh | Dịch vụ khách hàng,Nhân viên chính thức,Trên 5 Năm,Quản lý,Chế độ bảo hiểm | Du Lịch | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương," Độ tuổi:
                Không giới hạn tuổi
         
	",," Bằng cấp:
                Đại học
         ",Account Manager |  Senior Account Manager |  Key Account Executive |  Account Assistant |  Modern Trade |  Quản Lý Kinh Doanh |  Customer Service Key Account Manager  - Chinese speaking
KẾ TOÁN TRƯỞNG TIẾNG TRUNG,Công Ty TNHH Deli Management Consulting,Lương: 20 Tr - 30 Tr VND,Bắc Ninh,25-06-2023,24/07/2023,Điện / Điện tử / Điện lạnh | Sản xuất / Vận hành sản xuất,Nhân viên chính thức,3 - 5 Năm,Trưởng nhóm / Giám sát,Chế độ bảo hiểm | Du Lịch | Phụ cấp | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương | Nghỉ phép năm," Độ tuổi:
                Không giới hạn tuổi
         
	",," Bằng cấp:
                Đại học
         ", Chief accountant |  Trưởng phòng kế toán |  Accounting Manager
Nhân Viên Kỹ Thuật Điện,CÔNG TY CỔ PHẦN SUNQUARTZ SBL SOLUTIONZ,Lương: Cạnh tranh,Hà Nội,25-06-2023,,Cơ khí / Ô tô / Tự động hóa | Điện / Điện tử / Điện lạnh | Bảo trì / Sửa chữa,Nhân viên chính thức,Nhân viên,24/07/2023,Chế độ bảo hiểm | Du Lịch | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương," Độ tuổi:
                        20 - 32
                 
	"," Giới tính:
         Nam
         "," Bằng cấp:
                Trung cấp
         ", Kỹ thuật viên |  Technician
Nhân Viên Telesale,CÔNG TY CỔ PHẦN ĐẦU TƯ DU LỊCH PADORA VIET NAM,Lương: 6 Tr - 8 Tr VND,Hà Nội,25-06-2023, 25/06/2023 ,Tư vấn | Dịch vụ khách hàng | Du lịch,Nhân viên chính thức,24/07/2023,Nhân viên,Chế độ bảo hiểm | Du Lịch | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương | Nghỉ phép năm,,,,Nhân viên kinh doanh | Telesales
Nhân Viên Kinh Doanh Vật Tư Tiêu Hao,Công ty TNHH Trang Thiết Bị Dụng Cụ Y khoa Tân Mai Thành ,Lương: 10 Tr - 12 Tr VND,Hà Nội,25-06-2023,24/07/2023,Bán hàng / Kinh doanh | Dược phẩm | Y tế / Chăm sóc sức khỏe,Nhân viên chính thức,Trên 3 Năm,Nhân viên,Chế độ bảo hiểm | Du Lịch | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương," Độ tuổi:
                Không giới hạn tuổi
         
	",,,
FAS JAPANESE SUPPORT STAFF (JAPANESE AND ENGLISH SPEAKING),Công Ty TNHH JAC Recruitment Vietnam,Lương: 15 Tr - 30 Tr VND,Hà Nội,25-06-2023,24/07/2023,Biên phiên dịch | Kế toán / Kiểm toán,Nhân viên chính thức,1 - 3 Năm,Nhân viên,Chế độ bảo hiểm | Phụ cấp | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương | Công tác phí | Nghỉ phép năm," Độ tuổi:
                Không giới hạn tuổi
         
	",,,
Chuyên viên quan hệ khách hàng Doanh nghiệp - [BAC A BANK - Chi nhánh Quảng Ninh/ Hưng Yên/Hải Phòng],Ngân Hàng Thương mại cổ phần Bắc Á- BAC A BANK,Lương: Cạnh tranh,Quảng Ninh | Hưng Yên | Hải Phòng,25-06-2023,24/07/2023,Bán hàng / Kinh doanh | Ngân hàng | Tài chính / Đầu tư,Nhân viên chính thức,2 - 5 Năm,Nhân viên,Chế độ bảo hiểm | Du Lịch | Đồng phục | Chế độ thưởng | Chăm sóc sức khỏe," Độ tuổi:
                Không giới hạn tuổi
         
	",," Bằng cấp:
                Đại học
         ",Chuyên viên quan hệ khách hàng Doanh nghiệp - [BAC A BANK - Khu Vực Hà Nội/ Hồ Chí Minh] | Chuyên viên quan hệ khách hàng Doanh nghiệp - [BAC A BANK - Chi nhánh Ninh Bình/ ] | Chuyên viên quan hệ khách hàng Doanh nghiệp - [BAC A BANK - Chi nhánh Ninh Bình/ Thái Bình/ Nam Định] | Chuyên viên quan hệ khách hàng Doanh nghiệp - [BAC A BANK - Chi nhánh Quảng Ninh/ Hưng Yên/] | Chuyên viên quan hệ khách hàng Doanh nghiệp - [BAC A BANK - Chi nhánh Quảng Ninh/ Hưng Yên/Hải Phòng]
Chuyên viên quan hệ khách hàng Doanh nghiệp - [BAC A BANK - Chi nhánh Hà Giang/ Phú Thọ/ Yên Bái],Ngân Hàng Thương mại cổ phần Bắc Á- BAC A BANK,Lương: Cạnh tranh,Hà Giang | Phú Thọ | Yên Bái,25-06-2023,24/07/2023,Bán hàng / Kinh doanh | Ngân hàng | Tài chính / Đầu tư,Nhân viên chính thức,2 - 5 Năm,Nhân viên,Chế độ bảo hiểm | Du Lịch | Đồng phục | Chế độ thưởng | Chăm sóc sức khỏe," Độ tuổi:
                Không giới hạn tuổi
         
	",," Bằng cấp:
                Đại học
         ",
Sales Manager - North Coast (English is Advantage),CÔNG TY TNHH THAI CORP INTERNATIONAL (VIỆT NAM),Lương: 25 Tr - 35 Tr VND,Thanh Hóa | Nghệ An | Hà Tĩnh,25-06-2023,24/07/2023,Bán lẻ / Bán sỉ | Bán hàng / Kinh doanh | Thực phẩm & Đồ uống,Nhân viên chính thức,5 - 10 Năm,Quản lý,Chế độ bảo hiểm | Du Lịch | Phụ cấp | Du lịch nước ngoài | Đồng phục | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương | Công tác phí | Phụ cấp thâm niên | Nghỉ phép năm," Độ tuổi:
                        30 - 45
                 
	",," Bằng cấp:
                Cao đẳng
         ",
Chuyên viên Phát triển Đối tác - [BAC A BANK - Khối Khách hàng Doanh nghiệp],Ngân Hàng Thương mại cổ phần Bắc Á- BAC A BANK,Lương: Cạnh tranh,Hà Nội,25-06-2023,24/07/2023,Ngân hàng,Nhân viên chính thức,3 - 5 Năm,Nhân viên,," Độ tuổi:
                Không giới hạn tuổi
         
	",," Bằng cấp:
                Đại học
         ",
Giáo viên dạy tiếng Anh Phú Thọ,CÔNG TY TNHH THƯƠNG MẠI QUỐC TẾ VÀ PHÁT TRIỂN GIÁO DỤC HAVINA,Lương: 8 Tr - 20 Tr VND,Phú Thọ,25-06-2023,24/07/2023,Giáo dục / Đào tạo,"Nhân viên chính thức, Bán thời gian",Trên 1 Năm,Nhân viên,Chế độ bảo hiểm | Du Lịch | Chế độ thưởng | Đào tạo | Tăng lương," Độ tuổi:
                        22 - 40
                 
	",," Bằng cấp:
                Cao đẳng
         ", English Teacher |  Giáo viên tiếng Anh |  Teacher of English |  giáo viên anh ngữ |  giáo viên anh văn |  giáo viên dạy anh văn |  giáo viên dạy anh ngữ
CUSTOMER SERVICE (GARMENT / TEXTILE / FOOTWEAR) - (06 Months Labor contract),Chi nhánh CÔNG TY TNHH INTERTEK VIỆT NAM,Lương: Cạnh tranh,Hà Nội,25-06-2023,24/07/2023,Dịch vụ khách hàng | Dệt may / Da giày / Thời trang,Nhân viên chính thức,2 - 5 Năm,Nhân viên,Chế độ bảo hiểm | Du Lịch | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương," Độ tuổi:
                        25 - 35
                 
	",," Bằng cấp:
                Cao đẳng
         ",CUSTOMER SERVICE GARMENT / TEXTILE / FOOTWEAR -  Months Labor contract |  Customer services |  Nhân viên dịch vụ khách hàng |  Nhân viên chăm sóc khách hàng |  Customer care staff |  Customer service staff |  Customer service executive |  Nhân viên hỗ trợ khách hàng |  Customer service representative
TRỢ LÝ KIỂM TOÁN VIÊN,CÔNG TY TNHH KIỂM TOÁN VÀ TƯ VẤN THUẾ ATAX,Lương: Cạnh tranh,Đà Nẵng,25-06-2023,24/07/2023,Kế toán / Kiểm toán,Nhân viên chính thức,Trên 1 Năm,Nhân viên,Chế độ bảo hiểm | Du Lịch | Phụ cấp | Đồng phục | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương | Công tác phí," Độ tuổi:
                        Trên 23
                 
	",," Bằng cấp:
                Đại học
         ",
93378 - Project Sales Executive - Consulting,"RGF HR Agent Vietnam Co., LTD",Lương: Cạnh tranh,Hồ Chí Minh,25-06-2023,24/07/2023,Bán hàng / Kinh doanh | Bán lẻ / Bán sỉ,Nhân viên chính thức,4 - 8 Năm,Nhân viên,Chế độ bảo hiểm | Du Lịch | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương," Độ tuổi:
                        28 - 45
                 
	",," Bằng cấp:
                Đại học
         ",- Project Sales Executive - Consulting |  Sales Supervisor |  Nhân viên kinh doanh |  Chuyên viên kinh doanh |  Quản lý kinh doanh |  Nhân viên bán hàng |  Chuyên viên bán hàng
Giáo Viên Tiếng Anh (Củ Chi - Long An),Công Ty CP Liên Kết Quốc Tế INTERLINK (Trường Liên Kết Quốc Tế INschool & Anh ngữ Quốc Tế INS English),Lương: 9 Tr - 12 Tr VND,Hồ Chí Minh | Long An,25-06-2023,24/07/2023,Giáo dục / Đào tạo | Biên phiên dịch,Nhân viên chính thức,1 - 2 Năm,Nhân viên,Chế độ bảo hiểm | Du Lịch | Phụ cấp | Du lịch nước ngoài | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương | Nghỉ phép năm," Độ tuổi:
                        20 - 45
                 
	",," Bằng cấp:
                Cao đẳng
         ",Giáo Viên Tiếng Anh Củ Chi - Long An |  English Teacher |  giáo viên anh ngữ |  giáo viên anh văn |  English Teaching |  Teacher of English
Production and material control staff,Công Ty TNHH JAC Recruitment Vietnam,"Lương: 13,2 Tr - 22 Tr VND",Hà Nội,25-06-2023,24/07/2023,Sản xuất / Vận hành sản xuất,Nhân viên chính thức,1 - 5 Năm,Nhân viên,Chế độ bảo hiểm | Phụ cấp | Chế độ thưởng | Chăm sóc sức khỏe | Tăng lương | Công tác phí | Nghỉ phép năm," Độ tuổi:
                        25 - 35
                 
	",," Bằng cấp:
                Đại học
         ",
Nhân viên kế toán kiêm văn phòng,CÔNG TY TNHH MÔI GIỚI BẢO HIỂM LK VIỆT NAM,Lương: Trên 10 Tr VND,Hà Nội,25-06-2023,,Hành chính / Thư ký | Nhân sự | Kế toán / Kiểm toán,Nhân viên chính thức,Nhân viên,24/07/2023,Laptop | Chế độ bảo hiểm | Du Lịch | Phụ cấp | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương | Công tác phí | Nghỉ phép năm," Độ tuổi:
                        22 - 25
                 
	"," Giới tính:
         Nữ  "," Bằng cấp:
                Đại học
         ", Kế toán viên |  Nhân viên kế toán |  Accountant |  Junior Accountant |  Chuyên viên kế toán
"Booking Media (Tiktok: KOC, KOLs), Support Livestream",Công ty TNHH Dược phẩm Lavifa,Lương: 10 Tr - 12 Tr VND,Hồ Chí Minh,25-06-2023,24/07/2023,Tiếp thị / Marketing | Bán hàng / Kinh doanh | Dược phẩm,Nhân viên chính thức,1 - 2 Năm,Nhân viên,Chế độ bảo hiểm | Du Lịch | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương," Độ tuổi:
                        20 - 30
                 
	",," Bằng cấp:
                Đại học
         ",
GĐ/ CV/ NV Quan hệ khách hàng Doanh nghiệp - KV Miền Bắc,Ngân Hàng TMCP Phương Đông - OCB,Lương: Cạnh tranh,Hà Nội | Bắc Ninh | Hải Phòng,25-06-2023,24/07/2023,Ngân hàng | Tài chính / Đầu tư,Nhân viên chính thức,1 - 2 Năm,Nhân viên,Chế độ bảo hiểm | Du Lịch | Chế độ thưởng | Đào tạo | Tăng lương," Độ tuổi:
                Không giới hạn tuổi
         
	",," Bằng cấp:
                Đại học
         ",KHÁCH HÀNG DOANH NGHIỆP | SME | CIB | QUAN HỆ KHÁCH HÀNG DOANH NGHIỆP
"Mobile Developer (React Native, IOS, Android) Thu Nhập 20-35 Triêu Tại Hà Nội",CÔNG TY CỔ PHẦN TẬP ĐOÀN CÔNG NGHỆ GIÁO DỤC FUTURELANG,Lương: 15 Tr - 20 Tr VND,Hà Nội,25-06-2023,24/07/2023,Giáo dục / Đào tạo | CNTT - Phần mềm | CNTT - Phần cứng / Mạng,Nhân viên chính thức,Trên 1 Năm,Nhân viên,Chế độ bảo hiểm | Du Lịch | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương," Độ tuổi:
                Không giới hạn tuổi
         
	",,,Mobile Developer React Native IOS Android Thu Nhập - Triêu Tại Hà Nội |  Game Developer |  Frontend Developer |  Software Developer |  Advert Develope |  lập trình viên |  Software Developer asp net
